IPT,Resource Name,Link,Logo,Organization,Type,Subtype,Events,Measurements,Occurrences,LastModified,LastPublication,NextPublication,Visibility,Author,Error
cria,MBML-Aves - Coleção de Aves MBML,http://ipt1.cria.org.br/ipt/resource?r=mbml-aves,http://ipt1.cria.org.br/ipt/logo.do?r=mbml-aves,MBM,Occurrence,Specimen,0,0,7697,2017-11-15 00:00:00 +0000 UTC,2017-11-15 00:00:00 +0000 UTC,2017-12-15 14:11:19 +0000 UTC,Public,Suporte CRIA,
cria,MBML-Herbario - Herbário Mello Leitão,http://ipt1.cria.org.br/ipt/resource?r=mbml-herbario,http://ipt1.cria.org.br/ipt/logo.do?r=mbml-herbario,INMA,Occurrence,Specimen,0,0,52346,2017-11-15 00:00:00 +0000 UTC,2017-11-15 00:00:00 +0000 UTC,2017-12-15 14:26:20 +0000 UTC,Public,Suporte CRIA,
cria,MBML-Mamiferos - Coleção de Mamíferos,http://ipt1.cria.org.br/ipt/resource?r=mbml-mamiferos,http://ipt1.cria.org.br/ipt/logo.do?r=mbml-mamiferos,MBM,Occurrence,Specimen,0,0,3578,2017-11-15 00:00:00 +0000 UTC,2017-11-15 00:00:00 +0000 UTC,2017-12-15 14:09:27 +0000 UTC,Public,Suporte CRIA,
cria,MBML-Peixes - Coleção de Peixes,http://ipt1.cria.org.br/ipt/resource?r=mbml-peixes,http://ipt1.cria.org.br/ipt/logo.do?r=mbml-peixes,MBM,Occurrence,Specimen,0,0,12871,2017-11-15 00:00:00 +0000 UTC,2017-11-15 00:00:00 +0000 UTC,2017-12-15 14:07:36 +0000 UTC,Public,Suporte CRIA,
cria,MBML-Repteis - Coleção de Répteis,http://ipt1.cria.org.br/ipt/resource?r=mbml-repteis,http://ipt1.cria.org.br/ipt/logo.do?r=mbml-repteis,MBM,Occurrence,Specimen,0,0,4103,2017-11-15 00:00:00 +0000 UTC,2017-11-15 00:00:00 +0000 UTC,2017-12-15 14:05:24 +0000 UTC,Public,Suporte CRIA,
cria,MFS - Herbário Profª. Drª. Marlene Freitas da Silva,http://ipt1.cria.org.br/ipt/resource?r=mfs,http://ipt1.cria.org.br/ipt/logo.do?r=mfs,UEPA,Occurrence,Specimen,0,0,7456,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:29:59 +0000 UTC,Public,Suporte CRIA,
cria,MOSS - Herbário Dárdano de Andrade Lima,http://ipt1.cria.org.br/ipt/resource?r=moss,http://ipt1.cria.org.br/ipt/logo.do?r=moss,UFERSA,Occurrence,Specimen,0,0,14205,2017-11-16 00:00:00 +0000 UTC,2017-11-16 00:00:00 +0000 UTC,2017-12-16 10:17:54 +0000 UTC,Public,Suporte CRIA,
cria,MPUC - Herbário do Museu da Pontifícia Universidade Católica do Rio Grande do Sul,http://ipt1.cria.org.br/ipt/resource?r=mpuc,http://ipt1.cria.org.br/ipt/logo.do?r=mpuc,PUCRS,Occurrence,Specimen,0,0,21164,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:20:42 +0000 UTC,Public,Suporte CRIA,
cria,NX - Herbário Nova Xavantina,http://ipt1.cria.org.br/ipt/resource?r=nx_herbario,http://ipt1.cria.org.br/ipt/logo.do?r=nx_herbario,UNEMAT,Occurrence,Specimen,0,0,5748,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:25:21 +0000 UTC,Public,Suporte CRIA,
cria,"OUPR - Herbário ""Professor José Badini""",http://ipt1.cria.org.br/ipt/resource?r=oupr,http://ipt1.cria.org.br/ipt/logo.do?r=oupr,UFOP,Occurrence,Specimen,0,0,15823,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:25:42 +0000 UTC,Public,Suporte CRIA,
cria,PACA-AGP - Herbarium Anchieta,http://ipt1.cria.org.br/ipt/resource?r=paca-agp,http://ipt1.cria.org.br/ipt/logo.do?r=paca-agp,IAP-UNISINOS,Occurrence,Specimen,0,0,89323,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:24:04 +0000 UTC,Public,Suporte CRIA,
cria,PACA-Bryophytes - Herbarium Anchieta - Aloysio Sehnem,http://ipt1.cria.org.br/ipt/resource?r=paca-bryophytes,http://ipt1.cria.org.br/ipt/logo.do?r=paca-bryophytes,IAP-UNISINOS,Occurrence,Specimen,0,0,7680,2017-11-10 00:00:00 +0000 UTC,2017-11-10 00:00:00 +0000 UTC,2017-12-10 16:48:04 +0000 UTC,Public,Suporte CRIA,
cria,PACA-Fungi - Herbarium Anchieta - Fungi Rickiani,http://ipt1.cria.org.br/ipt/resource?r=paca-fungi,http://ipt1.cria.org.br/ipt/logo.do?r=paca-fungi,IAP-UNISINOS,Occurrence,Specimen,0,0,11486,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:23:03 +0000 UTC,Public,Suporte CRIA,
cria,PEUFR - Herbário Professor Vasconcelos Sobrinho,http://ipt1.cria.org.br/ipt/resource?r=peufr,http://ipt1.cria.org.br/ipt/logo.do?r=peufr,UFRPE,Occurrence,Specimen,0,0,33282,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:12:51 +0000 UTC,Public,Suporte CRIA,
cria,R-Criptogamos - Herbário do Museu Nacional - Criptogamos,http://ipt1.cria.org.br/ipt/resource?r=r-criptogamos,http://ipt1.cria.org.br/ipt/logo.do?r=r-criptogamos,Museu Nacional / UFRJ,Occurrence,Specimen,0,0,10725,2017-11-10 00:00:00 +0000 UTC,2017-11-10 00:00:00 +0000 UTC,2017-12-10 16:58:25 +0000 UTC,Public,Suporte CRIA,
cria,R - Herbário do Museu Nacional,http://ipt1.cria.org.br/ipt/resource?r=r_herbario,http://ipt1.cria.org.br/ipt/logo.do?r=r_herbario,Museu Nacional / UFRJ,Occurrence,Specimen,0,0,33513,2017-11-11 00:00:00 +0000 UTC,2017-11-11 00:00:00 +0000 UTC,2017-12-11 12:13:22 +0000 UTC,Public,Suporte CRIA,
cria,R-Tipos - Herbário do Museu Nacional - Tipos,http://ipt1.cria.org.br/ipt/resource?r=r_tipos,http://ipt1.cria.org.br/ipt/logo.do?r=r_tipos,Museu Nacional / UFRJ,Occurrence,Specimen,0,0,6548,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:17:55 +0000 UTC,Public,Suporte CRIA,
cria,SJRP - Herbário de São José do Rio Preto,http://ipt1.cria.org.br/ipt/resource?r=sjrp,http://ipt1.cria.org.br/ipt/logo.do?r=sjrp,UNESP-SJRP,Occurrence,Specimen,0,0,18096,2017-11-06 00:00:00 +0000 UTC,2017-11-06 00:00:00 +0000 UTC,2017-12-06 16:35:33 +0000 UTC,Public,Suporte CRIA,
cria,SJRP-Algae - Herbário de algas de São José do Rio Preto,http://ipt1.cria.org.br/ipt/resource?r=sjrp-algae,http://ipt1.cria.org.br/ipt/logo.do?r=sjrp-algae,UNESP-SJRP,Occurrence,Specimen,0,0,1276,2017-11-06 00:00:00 +0000 UTC,2017-11-06 00:00:00 +0000 UTC,2017-12-06 14:41:55 +0000 UTC,Public,Suporte CRIA,
cria,SJRP-Bryophyta - Herbário de Bryophyta de São José do Rio Preto,http://ipt1.cria.org.br/ipt/resource?r=sjrp-bryophyta,http://ipt1.cria.org.br/ipt/logo.do?r=sjrp-bryophyta,UNESP-SJRP,Occurrence,Specimen,0,0,4839,2017-11-06 00:00:00 +0000 UTC,2017-11-06 00:00:00 +0000 UTC,2017-12-06 14:42:07 +0000 UTC,Public,Suporte CRIA,
cria,SJRP-Pteridophyta - Herbário de Pteridophyta de São José do Rio Preto,http://ipt1.cria.org.br/ipt/resource?r=sjrp-pteridophyta,http://ipt1.cria.org.br/ipt/logo.do?r=sjrp-pteridophyta,UNESP-SJRP,Occurrence,Specimen,0,0,8364,2017-11-06 00:00:00 +0000 UTC,2017-11-06 00:00:00 +0000 UTC,2017-12-06 14:42:08 +0000 UTC,Public,Suporte CRIA,
cria,SLUI - Herbário Rosa Mochel,http://ipt1.cria.org.br/ipt/resource?r=slui,http://ipt1.cria.org.br/ipt/logo.do?r=slui,UEMA,Occurrence,Specimen,0,0,5264,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:26:26 +0000 UTC,Public,Suporte CRIA,
cria,SMDB - Santa Maria Departamento de Biologia,http://ipt1.cria.org.br/ipt/resource?r=smdb,http://ipt1.cria.org.br/ipt/logo.do?r=smdb,UFSM,Occurrence,Specimen,0,0,4748,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:14:29 +0000 UTC,Public,Suporte CRIA,
cria,SORO - Herbário do Centro de Ciências e Tecnologias para a Sustentabilidade,http://ipt1.cria.org.br/ipt/resource?r=soro,http://ipt1.cria.org.br/ipt/logo.do?r=soro,UFSCar-Sorocaba,Occurrence,Specimen,0,0,3341,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:14:17 +0000 UTC,Public,Suporte CRIA,
cria,"SP-Algae - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo - Coleção de Algas",http://ipt1.cria.org.br/ipt/resource?r=sp-algae,http://ipt1.cria.org.br/ipt/logo.do?r=sp-algae,IBt,Occurrence,Specimen,0,0,18094,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:11:29 +0000 UTC,Public,Suporte CRIA,
cria,SP-Bryophyta - Maria Eneyda P. Kauffman Fidalgo,http://ipt1.cria.org.br/ipt/resource?r=sp-bryophyta,http://ipt1.cria.org.br/ipt/logo.do?r=sp-bryophyta,IBt,Occurrence,Specimen,0,0,32729,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:21:37 +0000 UTC,Public,Suporte CRIA,
cria,SP-Fungi - Maria Eneyda Pacheco Kauffmann Fidalgo,http://ipt1.cria.org.br/ipt/resource?r=sp-fungi,http://ipt1.cria.org.br/ipt/logo.do?r=sp-fungi,IBt,Occurrence,Specimen,0,0,25499,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:22:29 +0000 UTC,Public,Suporte CRIA,
cria,"SP - Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas",http://ipt1.cria.org.br/ipt/resource?r=sp_fanerogamas,http://ipt1.cria.org.br/ipt/logo.do?r=sp_fanerogamas,IBt,Occurrence,Specimen,0,0,171085,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:30:11 +0000 UTC,Public,Suporte CRIA,
cria,SPF - Herbário da Universidade de São Paulo,http://ipt1.cria.org.br/ipt/resource?r=spf,http://ipt1.cria.org.br/ipt/logo.do?r=spf,USP,Occurrence,Specimen,0,0,99046,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:14:16 +0000 UTC,Public,Suporte CRIA,
cria,SPF-Algae - Herbário da Universidade de São Paulo - Coleção de Algas,http://ipt1.cria.org.br/ipt/resource?r=spf-algae,http://ipt1.cria.org.br/ipt/logo.do?r=spf-algae,USP,Occurrence,Specimen,0,0,24021,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:15:34 +0000 UTC,Public,Suporte CRIA,
cria,SPFw - Xiloteca do Instituto de Biociências da Universidade de São Paulo,http://ipt1.cria.org.br/ipt/resource?r=spfw,http://ipt1.cria.org.br/ipt/logo.do?r=spfw,USP,Occurrence,Specimen,0,0,5953,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:04:27 +0000 UTC,Public,Suporte CRIA,
cria,SPSF - Herbário Dom Bento José Pickel,http://ipt1.cria.org.br/ipt/resource?r=spsf,http://ipt1.cria.org.br/ipt/logo.do?r=spsf,IF,Occurrence,Specimen,0,0,49808,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:21:04 +0000 UTC,Public,Suporte CRIA,
cria,TEPB - Herbário Graziela Barroso,http://ipt1.cria.org.br/ipt/resource?r=tepb,http://ipt1.cria.org.br/ipt/logo.do?r=tepb,UFPI,Occurrence,Specimen,0,0,15089,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:08:51 +0000 UTC,Public,Suporte CRIA,
cria,UB - Herbário da Universidade de Brasília,http://ipt1.cria.org.br/ipt/resource?r=ub_herbario,http://ipt1.cria.org.br/ipt/logo.do?r=ub_herbario,UB,Occurrence,Specimen,0,0,185461,2017-11-06 00:00:00 +0000 UTC,2017-11-06 00:00:00 +0000 UTC,2017-12-06 16:30:35 +0000 UTC,Public,Suporte CRIA,
cria,UEC - Herbário da Universidade Estadual de Campinas,http://ipt1.cria.org.br/ipt/resource?r=uec,http://ipt1.cria.org.br/ipt/logo.do?r=uec,UNICAMP-IBB,Occurrence,Specimen,0,0,176946,2017-11-06 00:00:00 +0000 UTC,2017-11-06 00:00:00 +0000 UTC,2017-12-06 16:33:29 +0000 UTC,Public,Suporte CRIA,
cria,UESC - Herbário Universidade Estadual de Santa Cruz,http://ipt1.cria.org.br/ipt/resource?r=uesc,http://ipt1.cria.org.br/ipt/logo.do?r=uesc,UESC,Occurrence,Specimen,0,0,14388,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:16:06 +0000 UTC,Public,Suporte CRIA,
cria,UFACPZ - Herbário da Universidade Federal do Acre,http://ipt1.cria.org.br/ipt/resource?r=ufacpz,http://ipt1.cria.org.br/ipt/logo.do?r=ufacpz,Universidade Federal do Acre,Occurrence,Specimen,0,0,18133,2017-11-15 00:00:00 +0000 UTC,2017-11-15 00:00:00 +0000 UTC,2017-12-15 10:37:38 +0000 UTC,Public,Suporte CRIA,
cria,UFG - Herbário da Universidade Federal de Goiás,http://ipt1.cria.org.br/ipt/resource?r=ufg,http://ipt1.cria.org.br/ipt/logo.do?r=ufg,UFG,Occurrence,Specimen,0,0,19477,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:03:46 +0000 UTC,Public,Suporte CRIA,
cria,UFMT - Herbário UFMT,http://ipt1.cria.org.br/ipt/resource?r=ufmt,http://ipt1.cria.org.br/ipt/logo.do?r=ufmt,UFMT,Occurrence,Specimen,0,0,11432,2017-11-06 00:00:00 +0000 UTC,2017-11-06 00:00:00 +0000 UTC,2017-12-06 16:34:21 +0000 UTC,Public,Suporte CRIA,
cria,UFP - Herbário UFP - Geraldo Mariz,http://ipt1.cria.org.br/ipt/resource?r=ufp,http://ipt1.cria.org.br/ipt/logo.do?r=ufp,UFPE,Occurrence,Specimen,0,0,53705,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:22:29 +0000 UTC,Public,Suporte CRIA,
cria,UFRN-Fungos - Herbário UFRN - Fungos,http://ipt1.cria.org.br/ipt/resource?r=ufrn-fungos,http://ipt1.cria.org.br/ipt/logo.do?r=ufrn-fungos,UFRN,Occurrence,Specimen,0,0,2652,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:17:09 +0000 UTC,Public,Suporte CRIA,
cria,UPCB - Herbário do Departamento de Botânica,http://ipt1.cria.org.br/ipt/resource?r=upcb,http://ipt1.cria.org.br/ipt/logo.do?r=upcb,UFPR,Occurrence,Specimen,0,0,88815,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:08:18 +0000 UTC,Public,Suporte CRIA,
cria,URM - Herbário Pe. Camille Torrand,http://ipt1.cria.org.br/ipt/resource?r=urm,http://ipt1.cria.org.br/ipt/logo.do?r=urm,UFPE,Occurrence,Specimen,0,0,87669,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:28:13 +0000 UTC,Public,Suporte CRIA,
cria,VIC - Herbário da Universidade Federal de Viçosa,http://ipt1.cria.org.br/ipt/resource?r=vic,http://ipt1.cria.org.br/ipt/logo.do?r=vic,UFV,Occurrence,Specimen,0,0,30342,2017-11-29 00:00:00 +0000 UTC,2017-11-29 00:00:00 +0000 UTC,2017-12-29 12:08:17 +0000 UTC,Public,Suporte CRIA,
cria,VIES - Herbário Central da Universidade Federal do Espírito Santo,http://ipt1.cria.org.br/ipt/resource?r=vies,http://ipt1.cria.org.br/ipt/logo.do?r=vies,UFES,Occurrence,Specimen,0,0,38242,2017-11-09 00:00:00 +0000 UTC,2017-11-09 00:00:00 +0000 UTC,2017-12-09 16:42:39 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-AMP - Coleção de Anfíbios do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-amp,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-amp,UNICAMP-IBB,Occurrence,Specimen,0,0,24076,2017-11-06 00:00:00 +0000 UTC,2017-11-06 00:00:00 +0000 UTC,2017-12-06 14:42:09 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-API - Coleção de Apicomplexa do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-api,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-api,UNICAMP-IBB,Occurrence,Specimen,0,0,6,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:19:24 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-APL - Coleção de Aplacophora do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-apl,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-apl,UNICAMP-IBB,Occurrence,Specimen,0,0,209,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:19:46 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-ARA - Coleção de Aracnideos do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-ara,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-ara,CRIA,Occurrence,Specimen,0,0,2014,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:27:07 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-ASC - Coleção de Ascidiacea do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-asc,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-asc,UNICAMP-IBB,Occurrence,Specimen,0,0,127,2017-11-06 00:00:00 +0000 UTC,2017-11-06 00:00:00 +0000 UTC,2017-12-06 16:36:05 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-AST - Coleção de Asteroidea do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-ast,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-ast,UNICAMP-IBB,Occurrence,Specimen,0,0,558,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:25:50 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-AVE - Coleção de Aves do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-ave,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-ave,UNICAMP-IBB,Occurrence,Specimen,0,0,2416,2017-11-06 00:00:00 +0000 UTC,2017-11-06 00:00:00 +0000 UTC,2017-12-06 14:33:50 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-BIV - Coleção de Bivalvia do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-biv,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-biv,UNICAMP-IBB,Occurrence,Specimen,0,0,6676,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:22:24 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-BRA - Coleção de Brachiopoda do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-bra,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-bra,UNICAMP-IBB,Occurrence,Specimen,0,0,7,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:22:47 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-BRY - Coleção de Bryozoa do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-bry,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-bry,UNICAMP-IBB,Occurrence,Specimen,0,0,58,2017-11-06 00:00:00 +0000 UTC,2017-11-06 00:00:00 +0000 UTC,2017-12-06 16:35:54 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-CEP - Coleção de Cephalopoda do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-cep,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-cep,UNICAMP-IBB,Occurrence,Specimen,0,0,8,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:26:34 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-CLB - Coleção de Collembola do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-clb,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-clb,UNICAMP-IBB,Occurrence,Specimen,0,0,3626,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:21:41 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-CNI - Coleção de Cnidaria do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-cni,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-cni,UNICAMP-IBB,Occurrence,Specimen,0,0,65,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:26:23 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-COL - Coleção de Coleoptera do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-col,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-col,UNICAMP-IBB,Occurrence,Specimen,0,0,3172,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:26:01 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-CPH - Coleção de Cephalochordata do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-cph,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-cph,UNICAMP-IBB,Occurrence,Specimen,0,0,1,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:25:16 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-CRU - Coleção de Crustacea do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-cru,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-cru,UNICAMP-IBB,Occurrence,Specimen,0,0,3135,2017-11-15 00:00:00 +0000 UTC,2017-11-15 00:00:00 +0000 UTC,2017-12-15 13:59:20 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-DIP - Coleção de Diptera do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-dip,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-dip,UNICAMP-IBB,Occurrence,Specimen,0,0,43,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:26:12 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-ECH - Coleção de Echinoidea do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-ech,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-ech,UNICAMP-IBB,Occurrence,Specimen,0,0,71,2017-11-15 00:00:00 +0000 UTC,2017-11-15 00:00:00 +0000 UTC,2017-12-15 13:59:32 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-EPH - Coleção de Ephemeroptera do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-eph,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-eph,UNICAMP-IBB,Occurrence,Specimen,0,0,34,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:20:27 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-GAS - Coleção de Gastropoda do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-gas,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-gas,UNICAMP-IBB,Occurrence,Specimen,0,0,6766,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:23:50 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-GCH - Coleção de Gastrotricha do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-gch,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-gch,UNICAMP-IBB,Occurrence,Specimen,0,0,36,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:22:36 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-HEM - Coleção de Hemiptera do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-hem,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-hem,UNICAMP-IBB,Occurrence,Specimen,0,0,3728,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:23:08 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-HOL - Coleção de Holothuroidea do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-hol,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-hol,UNICAMP-IBB,Occurrence,Specimen,0,0,104,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:27:39 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-HYM - Coleção de Hymenoptera do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-hym,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-hym,UNICAMP-IBB,Occurrence,Specimen,0,0,3430,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:25:38 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-LEP - Coleção de Lepidoptera do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-lep,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-lep,UNICAMP-IBB,Occurrence,Specimen,0,0,9852,2017-11-17 00:00:00 +0000 UTC,2017-11-17 00:00:00 +0000 UTC,2017-12-17 10:20:49 +0000 UTC,Public,Suporte CRIA,
cria,ZUEC-MAM - Coleção de Mamíferos do Museu de Zoologia da UNICAMP,http://ipt1.cria.org.br/ipt/resource?r=zuec-mam,http://ipt1.cria.org.br/ipt/logo.do?r=zuec-mam,UNICAMP-IBB,Occurrence,Specimen,0,0,2811,2017-11-06 00:00:00 +0000 UTC,2017-11-06 00:00:00 +0000 UTC,2017-12-06 16:31:06 +0000 UTC,Public,Suporte CRIA,
